day,solar_rad,airTemp,skyTemp,groundTemp
42.125,0,-1.4,-10.4372,2.1
42.1875,0,-2.9,-11.2575,1.9
42.25,0,-3.1,-12.0175,1.8
42.3125,0,-3.3,-12.1781,1.8
42.375,33.93,-3.2,-12.2837,1.8
42.4375,293.3,-0.9,-12.4849,1.9
42.5,391.07,0.9,-12.5846,1.9
42.5625,304.02,3.3,-12.2156,2.1
42.625,403.57,5.4,-12.087,2.1
42.6875,174.11,6.9,-11.7043,2.6
42.75,85.27,7.3,-11.1421,2.6
42.8125,0,5.3,-10.954,2.6
42.875,0,4.8,-10.8656,2.6
42.9375,0,3.1,-10.8517,2.6
43,0,3.2,-10.8178,2.6
43.0625,0,3.1,-11.3985,2.6
43.125,0,3.2,-11.8598,2.6
43.1875,0,3.6,-11.7041,2.6
43.25,0,3.9,-11.3014,2.6
43.3125,0,3.9,-10.5131,2.6
43.375,18.3,4.2,-9.57702,2.6
43.4375,66.07,5.6,-8.33362,2.6
43.5,54.46,6.8,-7.03125,2.6
43.5625,50.45,8.9,-5.66119,2.6
43.625,34.82,10,-4.26809,2.6
43.6875,13.39,11.5,-2.93634,2.5
43.75,4.02,11.5,-1.65242,2.5
43.8125,0,11.5,-0.464297,2.5
43.875,0,11.9,0.775415,2.5
43.9375,0,3.2,1.56811,2.4
44,0,2.1,2.09397,2.4
44.0625,0,0.1,1.99319,2.4
44.125,0,-0.6,2.02392,2.4
44.1875,0,-1.5,1.98892,2.4
44.25,0,-2.4,1.82351,2.4
44.3125,0,-3.5,1.68446,2.4
44.375,26.79,-3.9,1.4033,2.4
44.4375,134.38,-2.9,1.00675,2.4
44.5,340.18,-1.7,0.763878,2.4
44.5625,236.61,0.3,1.09131,2.4
44.625,199.55,0.5,1.51905,2.5
44.6875,71.43,-1.4,1.58612,2.5
44.75,41.52,-2.1,1.43136,2.5
44.8125,0,-3.8,0.901966,2.5
44.875,0,-4.5,0.314823,2.5
44.9375,0,-6,-0.928576,2.5
45,0,-6.7,-2.23785,2
45.0625,0,-7.8,-3.63325,2
45.125,0,-8.1,-5.07005,2
45.1875,0,-8.2,-6.31188,2
45.25,0,-8.3,-7.77883,2
45.3125,0,-8.9,-9.23612,2
45.375,50,-9.2,-10.71,1.9
45.4375,323.21,-8.1,-11.7908,1.9
45.5,420.98,-7.2,-12.8257,2
45.5625,478.57,-6.5,-13.7,2.1
45.625,438.39,-6.1,-14.6333,2.2
45.6875,231.25,-5.8,-15.4367,2.1
45.75,90.18,-6,-16.0448,2
45.8125,0,-7.8,-16.4895,1.8
45.875,0,-8.4,-16.8663,1.8
45.9375,0,-9.7,-17.3337,1.8
46,0,-10.2,-18.1499,1.8
46.0625,0,-11.3,-19.0914,1.7
46.125,0,-11.7,-20.1746,1.6
46.1875,0,-12.1,-21.0468,1.5
46.25,0,-12.3,-21.7107,1.4
46.3125,0,-12,-22.193,1.4
46.375,61.16,-11.4,-22.682,1.2
46.4375,333.93,-8,-22.682,1.4
46.5,425.45,-4.8,-22.6331,1.5
46.5625,466.96,-0.2,-21.8671,1.7
46.625,425.89,1,-21.2636,1.9
46.6875,221.43,2.5,-21.038,2
46.75,91.96,2.4,-20.6478,1.9
46.8125,0,0.4,-20.3988,1.7
46.875,0,0,-20.1293,1.7
46.9375,0,-0.9,-19.8913,1.7
47,0,-0.9,-19.6262,1.7
47.0625,0,-2.2,-19.4617,1.5
47.125,0,-1.6,-19.0188,1.6
47.1875,0,-1.6,-18.6149,1.4
47.25,0,-1.8,-18.1301,1.4
47.3125,0,-2.1,-17.8566,1.4
47.375,58.04,-2.2,-17.8566,1.3
47.4375,319.2,2,-17.4632,1.5
47.5,403.13,4.3,-16.663,1.7
47.5625,448.21,7.3,-15.5292,2.1
47.625,408.48,8.1,-14.6855,2.3
47.6875,191.96,9,-13.8051,2.1
47.75,83.93,8.7,-13.0081,2
47.8125,0,4.7,-12.4662,2
47.875,0,2.5,-12.0585,2
47.9375,0,-0.6,-11.7919,2
48,0,-1.3,-11.5955,2
48.0625,0,-2,-11.7851,1.7
48.125,0,-1.9,-11.7829,1.8
48.1875,0,-2.4,-11.5443,1.7
48.25,0,-2.3,-11.1653,1.7
48.3125,0,-1.2,-10.5288,1.8
48.375,24.11,-1.1,-9.94433,1.8
48.4375,106.7,0.1,-9.2052,2
48.5,105.8,0.7,-8.39256,1.9
48.5625,116.96,1.5,-7.47178,2.1
48.625,39.73,1.4,-6.89498,2
48.6875,48.21,1.7,-6.2282,2.1
48.75,20.98,1.6,-5.66579,2.1
48.8125,0,1,-4.95044,2
48.875,0,0.9,-3.97691,2
48.9375,0,0.6,-3.4093,2
49,0,0.5,-3.24155,2
49.0625,0,0.6,-3.39195,2
49.125,0,0.8,-3.24401,2
49.1875,0,1,-3.1244,2
49.25,0,0.8,-2.94089,2
49.3125,0,0.5,-2.50364,2
49.375,7.59,0.3,-1.96964,2
49.4375,32.14,0.7,-1.25025,2
49.5,58.04,0.9,-0.500062,2
49.5625,49.11,2.2,-0.0386688,2
49.625,40.63,1.5,0.336162,1.9
49.6875,24.11,0.4,0.548231,2.1
49.75,91.52,0.8,0.511337,2
49.8125,0,0.4,0.589631,2
49.875,0,0.4,0.676971,2
49.9375,0,0.4,0.456323,2.1
50,0,0.2,0.173313,1.9
50.0625,0,0,-0.250158,1.9
50.125,0,-0.2,-0.551859,2
50.1875,0,-1,-0.832884,1.9
50.25,0,-1.1,-1.04801,1.9
50.3125,0,-1.9,-1.37,2
50.375,58.93,-1.9,-1.54467,2
50.4375,283.04,-1.1,-1.75617,2
50.5,191.96,-1,-1.99317,2
50.5625,160.27,-0.5,-2.06472,2.1
50.625,101.79,-0.7,-2.1023,2.1
50.6875,51.79,-0.8,-2.18626,2.1
50.75,20.09,-1.1,-2.34735,2.1
50.8125,0,-1.3,-2.56157,2.1
50.875,0,-1.5,-2.7947,2.1
50.9375,0,-2.7,-3.60542,2.1
51,0,-3.3,-4.40001,2.1
51.0625,0,-3.8,-4.87973,2.1
51.125,0,-3.6,-5.17063,2
51.1875,0,-4,-5.50148,2
51.25,0,-4.2,-5.58216,2
51.3125,0,-4.4,-5.91518,2
51.375,18.3,-4.4,-6.26639,2
51.4375,221.43,-3.7,-6.61885,2.1
51.5,329.02,-2.6,-7.01814,2.1
51.5625,511.16,-1.1,-7.0929,2.1
51.625,442.86,-0.4,-7.1973,2.1
51.6875,247.32,-0.1,-7.4904,2.2
51.75,109.38,-0.3,-8.01917,2.1
51.8125,0,-1.7,-8.61496,2.1
51.875,0,-2.5,-9.37006,2.1
51.9375,0,-3.9,-10.1195,2.2
52,0,-4.6,-10.8505,1.9
52.0625,0,-5.2,-11.7563,2.2
52.125,0,-5.5,-12.6472,2
52.1875,0,-4.9,-12.9418,2
52.25,0,-4.8,-13.1355,2
52.3125,0,-5,-13.2957,2
52.375,27.68,-5,-13.4327,2
52.4375,197.32,-4.1,-13.1051,2.1
52.5,224.11,-3.9,-12.667,2.1
52.5625,312.5,-3.6,-12.4816,2.1
52.625,366.96,-3,-12.3959,2.1
52.6875,111.61,-3,-12.8169,2.1
52.75,81.25,-3.2,-13.2387,2.1
52.8125,0,-4.9,-13.8695,1.9
52.875,0,-6.1,-14.4596,1.9
52.9375,0,-8.8,-14.8636,1.7
53,0,-9.9,-15.2536,1.9
53.0625,0,-10.9,-15.8442,1.7
53.125,0,-11.4,-16.4224,1.8
53.1875,0,-13.1,-16.919,1.8
53.25,0,-14,-17.2223,1.6
53.3125,0,-16.6,-17.2934,1.5
53.375,82.14,-17.2,-17.3372,1.4
53.4375,364.73,-14.9,-17.3372,1.4
53.5,470.09,-13.4,-17.3372,1.5
53.5625,545.98,-11.2,-17.3431,1.7
53.625,510.27,-10.3,-17.4063,1.7
53.6875,294.64,-9.7,-18.0277,1.4
53.75,138.39,-9.8,-18.6535,1.4
53.8125,0,-11.6,-19.2583,0.9
53.875,0,-12.6,-19.8298,0.8
53.9375,0,-14.5,-20.3327,0.6
54,0,-15.6,-20.9716,0.5
54.0625,0,-16.2,-21.7151,0.4
54.125,0,-16.3,-22.4904,0.3
54.1875,0,-16.7,-22.656,0.1
54.25,0,-16.8,-22.8858,0.1
54.3125,0,-17.2,-22.8858,-0.1
54.375,39.73,-16.9,-22.8858,-0.1
54.4375,397.77,-13.1,-22.8858,0
54.5,494.64,-11.6,-22.8913,0.6
54.5625,572.32,-8.6,-22.9646,0.7
54.625,520.09,-7.2,-23,0.9
54.6875,233.48,-6.4,-23,1
54.75,99.55,-6.4,-23,0.6
54.8125,0,-8.2,-23,0.4
54.875,0,-7.9,-22.9695,0.3
54.9375,0,-8.5,-22.8255,0.2
55,0,-9,-22.762,0.2
55.0625,0,-10.2,-22.6558,0.1
55.125,0,-10.4,-22.3923,0.1
55.1875,0,-10.9,-22.124,0.1
55.25,0,-11,-21.8875,0
55.3125,0,-11.2,-21.6462,0
55.375,65.18,-11.1,-21.6462,0
55.4375,285.27,-7.9,-21.6462,0.2
55.5,408.04,-6.2,-21.6462,0.9
55.5625,312.84,-1.2,-20.9876,1.9
55.625,280.05,-0.7,-20.3568,1.95
55.6875,140.8,-0.4,-19.7934,1.95
55.75,69.3,-0.6,-19.2832,1.88
55.8125,0,-2,-18.8514,1.77
55.875,0,-2.5,-18.4275,1.75
55.9375,0,-4.4,-18.168,1.72
56,0,-4.3,-17.8861,1.77
56.0625,0,-5.1,-17.6018,1.72
56.125,0,-5.2,-17.2725,1.71
56.1875,0,-5.5,-16.8675,1.65
56.25,0,-5.7,-16.4873,1.62
56.3125,0,-6.1,-16.1719,1.62
56.375,41.38,-6.1,-16.0593,1.58
56.4375,235.78,-4.3,-15.9293,1.66
56.5,301.99,-3.1,-15.5968,1.79
56.5625,117.86,-4.6,-15.3072,1
56.625,111.16,-4.5,-15.1481,1
56.6875,89.73,-3.3,-14.8451,1.1
56.75,28.13,-3.8,-14.3902,1.2
56.8125,0,-4.5,-13.8962,1.1
56.875,0,-5.1,-13.2103,1.1
56.9375,0,-5.2,-12.4925,1
57,0,-5.3,-11.7789,1
57.0625,0,-5.3,-11.7238,1
57.125,0,-5.1,-11.6326,1
57.1875,0,-4.9,-11.5017,1
57.25,0,-4.6,-11.3167,1.1
57.3125,0,-4.8,-11.1598,1.1
57.375,44.2,-4.6,-11.1018,1.1
57.4375,293.75,-2.9,-11.3613,1.2
57.5,491.07,-0.6,-11.6432,1.2
57.5625,569.2,1.9,-11.9275,1.3
57.625,521.88,2.6,-12.2568,1.4
57.6875,289.29,3.5,-12.3659,1.4
57.75,137.05,3.3,-12.5117,1.4
57.8125,0,1.4,-12.6783,1.4
57.875,0,0.4,-12.7255,1.4
57.9375,0,-0.7,-12.9477,1.3
58,0,-1,-13.3076,1.2
58.0625,0,-1.8,-13.7034,1.1
58.125,0,-2.3,-14.126,1
58.1875,0,-3.5,-14.6973,0.8
58.25,0,-3.8,-15.3888,0.8
58.3125,0,-4.4,-16.1241,0.7
58.375,112.05,-3.9,-16.81,0.7
58.4375,404.91,-0.4,-17.5278,0.8
58.5,504.46,1.1,-18.2414,1.1
58.5625,565.63,3.4,-18.6555,1.3
58.625,508.04,4.2,-18.9632,1.3
58.6875,287.05,4.9,-19.3259,1.4
58.75,135.27,4.9,-19.6002,1.3
58.8125,0,3.3,-19.8727,1.4
58.875,0,2.4,-20.0444,1.4
58.9375,0,1.5,-19.7263,1.4
59,0,0.8,-19.4842,1.4
59.0625,0,-1.1,-19.3676,1.2
59.125,0,-1.4,-19.2243,1.2
59.1875,0,-0.8,-19.374,1.2
59.25,0,-1.1,-19.4358,1.2
59.3125,0,-1,-18.7832,1.2
59.375,77.23,-0.6,-18.3165,1.2
59.4375,191.07,2.3,-17.6586,1.3
59.5,119.2,2,-16.8122,1.4
59.5625,53.57,1.1,-15.9965,1.4
59.625,58.48,0.1,-15.1882,1.4
59.6875,16.96,0.1,-14.2253,1.4
59.75,5.36,0.6,-13.246,1.3
59.8125,0,1.3,-12.2114,1.3
59.875,0,1.6,-11.1754,1.3
59.9375,0,3.3,-10.0687,1.3
60,0,3.6,-8.93888,1.3
60.0625,0,4.4,-8.06478,1.3
60.125,0,5.5,-7.24951,1.3
60.1875,0,7.7,-6.27116,1.4
60.25,0,8.2,-5.35107,1.4
60.3125,0,8.2,-4.32641,1.5
60.375,5.8,5.7,-3.42819,1.6
60.4375,195.54,1.9,-2.66007,1.6
60.5,199.11,2.7,-1.83253,1.6
60.5625,395.54,4.4,-0.977419,1.8
60.625,144.2,4.4,-0.123003,1.8
60.6875,48.21,3.6,0.72737,1.7
60.75,42.41,3.5,1.47731,1.7
60.8125,0,2.3,1.30157,1.6
60.875,0,1.6,1.28204,1.6
60.9375,0,1,1.52761,1.6
61,0,0.8,1.61455,1.7
61.0625,0,0.5,1.75557,1.6
61.125,0,0.4,1.89993,1.6
61.1875,0,-0.6,1.70867,1.6
61.25,0,-1,1.4239,1.6
61.3125,0,-1.6,0.908776,1.5
61.375,118.75,-1.3,0.268143,1.5
61.4375,188.39,-0.6,-0.0951213,1.6
61.5,247.32,-0.2,-0.404555,1.7
61.5625,278.13,0.9,-0.789482,1.8
61.625,240.18,0.8,-1.33063,1.8
61.6875,170.09,0.6,-1.92408,1.6
61.75,115.18,0,-2.7366,1.6
61.8125,0,-0.9,-3.90854,1.5
61.875,0,-1.1,-5.04315,1.5
61.9375,0,-1.4,-6.12939,1.5
62,0,-1.7,-7.19902,1.5
62.0625,0,-2.3,-8.10212,1.5
62.125,0,-2.7,-9.09987,1.4
62.1875,0,-2.5,-9.65695,1.4
62.25,0,-2.4,-10.4032,1.4
62.3125,0,-2.6,-10.1673,1.5
62.375,65.18,-2.1,-10.2418,1.5
62.4375,414.29,2.8,-10.7912,1.6
62.5,449.55,5,-11.4437,1.9
62.5625,514.73,8.1,-12.1215,1.9
62.625,392.86,8.7,-12.5183,1.9
62.6875,209.82,9.5,-12.3057,1.8
62.75,49.11,8.8,-11.854,1.9
62.8125,0,6.5,-11.2182,1.9
62.875,0,5.1,-10.4534,1.9
62.9375,0,5.3,-10.0176,1.9
63,0,6.5,-9.60886,1.8
63.0625,0,-3.4,-10.0701,1.39
63.125,0,-3.6,-10.3954,1.37
63.1875,0,-3.7,-10.6946,1.36
63.25,0,-3.7,-10.8056,1.37
63.3125,0,-4,-10.4518,1.36
63.375,82.71,-3.9,-10.3297,1.37
63.4375,284.33,-2.3,-10.1598,1.43
63.5,368.55,-1.2,-10.0365,1.52
63.5625,415.91,0.5,-9.87428,1.62
63.625,368.68,0.6,-9.64761,1.64
63.6875,33.48,-0.3,-9.20344,1.8
63.75,24.11,-1,-8.57969,1.8
63.8125,0,-2.4,-8.98427,1.8
63.875,0,-3.6,-9.21185,1.7
63.9375,0,-4.7,-9.50032,1.6
64,0,-5.1,-9.67737,1.5
64.0625,0,-5.2,-9.9563,1.5
64.125,0,-5.4,-10.5121,1.5
64.1875,0,-5.8,-11.4964,1.5
64.25,0,-6.2,-12.6427,1.5
64.3125,0,-6.8,-13.7979,1.5
64.375,141.96,-6,-14.9581,1.5
64.4375,433.04,-3.9,-16.1373,1.6
64.5,526.34,-2.9,-17.0422,1.7
64.5625,576.34,-0.9,-17.0687,1.9
64.625,515.18,-0.5,-17.4318,1.9
64.6875,288.84,0,-17.8154,1.8
64.75,132.14,-0.5,-17.8563,1.8
64.8125,0,-2.2,-18.2911,1.6
64.875,0,-2.9,-18.4066,1.6
64.9375,0,-3.8,-18.4848,1.6
65,0,-4.1,-18.546,1.6
65.0625,0,-4.7,-18.702,1.5
65.125,0,-5.8,-18.8518,1.5
65.1875,0,-6.5,-19.1831,1.5
65.25,0,-6.6,-19.3979,1.5
65.3125,0,-6.6,-19.1957,1.5
65.375,40.18,-6.4,-18.9201,1.4
65.4375,114.29,-4.8,-18.6697,1.5
65.5,217.41,-3.7,-18.3279,1.5
65.5625,231.7,-2.3,-17.7863,1.6
65.625,68.75,-2.6,-17.135,1.6
65.6875,41.07,-3,-16.4204,1.6
65.75,15.18,-3,-15.6477,1.6
65.8125,0,-2.8,-14.8176,1.6
65.875,0,-2.6,-13.9792,1.6
65.9375,0,-3.3,-13.1817,1.6
66,0,-5,-12.7678,1.6
66.0625,0,-6.1,-12.4252,1.6
66.125,0,-7.1,-11.824,1.6
66.1875,0,-7.9,-11.278,1.6
66.25,0,-7.7,-11.0662,1.6
66.3125,0,-8.5,-10.5254,1.6
66.375,97.32,-8.6,-10.3331,1.6
66.4375,341.52,-8.4,-10.4248,1.6
66.5,536.61,-7.8,-10.4869,1.6
66.5625,614.29,-6,-10.5616,1.6
66.625,506.25,-6.1,-10.6385,1.7
66.6875,324.11,-6.7,-11.1908,1.7
66.75,170.98,-7.2,-11.7761,1.7
66.8125,0,-10.3,-12.4352,1.6
66.875,0,-11.7,-12.9519,1.6
66.9375,0,-12.6,-13.3197,1.6
67,0,-13.1,-13.8013,1.6
67.0625,0,-3.4,-14.0154,1.39
67.125,0,-3.6,-14.3036,1.37
67.1875,0,-3.7,-14.6008,1.36
67.25,0,-3.7,-14.9562,1.37
67.3125,0,-4,-15.2635,1.36
67.375,82.71,-3.9,-15.9059,1.37
67.4375,284.33,-2.3,-16.5336,1.43
67.5,368.55,-1.2,-17.1483,1.52
67.5625,415.91,0.5,-17.5612,1.62
67.625,368.68,0.6,-17.9358,1.64
67.6875,204.33,0.9,-18.0906,1.64
67.75,94.51,0.4,-18.1751,1.64
67.8125,0,-1.1,-18.3775,1.6
67.875,0,-1.9,-18.2777,1.58
67.9375,0,-2.6,-17.9134,1.55
68,0,-2.8,-17.5508,1.49
68.0625,0,-3.4,-17.2233,1.39
68.125,0,-3.6,-16.8602,1.37
68.1875,0,-3.7,-16.4428,1.36
68.25,0,-3.7,-16.0255,1.37
68.3125,0,-4,-15.5027,1.36
68.375,82.71,-3.9,-15.3067,1.37
68.4375,284.33,-2.3,-15.1369,1.43
68.5,368.55,-1.2,-15.0135,1.52
68.5625,415.91,0.5,-15.1103,1.62
68.625,580.36,-0.8,-15.4734,1.6
68.6875,339.73,0.3,-15.8907,1.7
68.75,137.95,-0.6,-16.3081,1.7
68.8125,0,-3,-16.8132,1.7
68.875,0,-4.2,-17.0091,1.7
68.9375,0,-6,-17.179,1.6
69,0,-6.9,-17.3024,1.6
69.0625,0,-8.7,-17.5331,1.5
69.125,0,-9,-17.6963,1.5
69.1875,0,-9.4,-18.0915,1.5
69.25,0,-9.5,-18.5953,1.5
69.3125,24.55,-10,-19.0217,1.4
69.375,127.23,-9.5,-19.3943,1.5
69.4375,329.91,-6.9,-19.7586,1.4
69.5,408.48,-5.5,-20.1212,1.5
69.5625,465.18,-3.1,-20.4487,1.6
69.625,555.36,-1.7,-20.8118,1.6
69.6875,337.5,-0.2,-21.2292,1.7
69.75,145.54,-0.5,-21.5918,1.7
69.8125,0,-2,-21.9879,1.7
69.875,0,-3,-22.1662,1.6
69.9375,0,-4.7,-22.3361,1.6
70,0,-5.5,-22.4594,1.6
70.0625,0,-6.9,-22.6902,1.5
70.125,0,-6.8,-22.4657,1.5
70.1875,0,-6.8,-22.3105,1.5
70.25,0,-6.2,-21.8082,1.5
70.3125,19.2,-6.2,-21.8259,1.5
70.375,79.91,-5.8,-21.677,1.5
70.4375,220.98,-4.1,-21.5294,1.5
70.5,354.46,-2.9,-21.5294,1.5
70.5625,310.71,-2,-21.427,1.6
70.625,332.59,-1.8,-21.376,1.7
70.6875,270.09,-1,-21.174,1.7
70.75,118.3,-2.8,-20.6881,1.8
70.8125,0,-5.7,-19.9913,1.7
70.875,0,-6.5,-19.328,1.7
70.9375,0,-7.2,-18.6941,1.6
71,0,-7.4,-18.0685,1.6
71.0625,0,-7.1,-17.406,1.6
71.125,0,-7.1,-16.7435,1.5
71.1875,0,-7,-16.0769,1.5
71.25,0,-7.1,-15.4691,1.5
71.3125,15.63,-7,-14.9734,1.5
71.375,52.68,-6.8,-14.4856,1.5
71.4375,289.29,-5.8,-14.4856,1.5
71.5,315.63,-4.9,-14.4856,1.6
71.5625,367.86,-3.2,-14.4856,1.6
71.625,298.21,-2.6,-14.6745,1.6
71.6875,157.14,-2.6,-14.4227,1.7
71.75,83.48,-3,-14.325,1.7
71.8125,0,-3.7,-13.5561,1.8
71.875,0,-4,-12.9724,1.8
71.9375,0,-4.1,-12.3798,1.7
72,0,-4.1,-11.6277,1.7
72.0625,0,-4.4,-11.0026,1.7
72.125,0,-4.5,-10.454,1.7
72.1875,0,-4.7,-10.4026,1.6
72.25,0,-4.4,-10.2946,1.6
72.3125,16.96,-3.9,-10.2661,1.6
72.375,88.39,-3.4,-10.3708,1.6
72.4375,251.79,-1.7,-10.763,1.6
72.5,376.79,-0.5,-11.3518,1.7
72.5625,375,1.6,-11.7449,1.8
72.625,561.16,3.8,-12.3008,1.9
72.6875,358.04,4.4,-12.5561,1.9
72.75,191.52,3.9,-12.7481,1.8
72.8125,0,1.9,-13.0057,1.9
72.875,0,0.3,-13.1997,1.9
72.9375,0,-1.2,-12.9495,1.8
73,0,-1.6,-12.7468,1.8
73.0625,0,-2.6,-12.4978,1.6
73.125,0,-3,-12.3315,1.8
73.1875,0,-3.5,-12.5475,1.7
73.25,0,-3.7,-12.8171,1.6
73.3125,21.43,-3.6,-13.1774,1.7
73.375,113.84,-2.6,-13.9099,1.7
73.4375,399.55,0.4,-14.6501,1.8
73.5,487.5,2.1,-15.4022,1.9
73.5625,466.96,4.3,-15.6578,2
73.625,354.46,4.5,-15.8072,2
73.6875,100,3.9,-15.2484,1.9
73.75,72.32,3.4,-14.9572,1.9
73.8125,0,1.2,-14.7752,1.9
73.875,0,0,-14.4206,1.9
73.9375,0,-1.1,-13.7841,1.9
74,0,-1.5,-12.9594,1.9
74.0625,0,-1.9,-12.3842,1.9
74.125,0,-2.2,-11.6588,1.9
74.1875,0,-2.6,-11.2434,1.9
74.25,0,-2.6,-10.8871,1.9
74.3125,10.27,-2.7,-10.4792,1.9
74.375,49.55,-2.4,-10.1403,1.9
74.4375,145.09,-1.8,-10.05,1.9
74.5,214.73,-1.6,-10.13,1.9
74.5625,216.07,-0.9,-10.0877,1.9
74.625,200,-0.8,-9.92591,1.9
74.6875,98.66,-1,-9.46664,1.9
74.75,49.55,-1.3,-9.02693,2
74.8125,0,-1.2,-8.60767,1.9
74.875,0,-1.8,-7.79369,1.9
74.9375,0,-3.3,-7.11527,1.9
75,0,-3.4,-6.7705,1.8
75.0625,0,-3.3,-7.15387,1.9
75.125,0,-3.4,-7.59838,2
75.1875,0,-4,-8.44027,1.9
75.25,0,-4.2,-9.32532,1.9
75.3125,39.29,-4.1,-10.2326,1.9
75.375,185.27,-3,-11.1457,2
75.4375,490.18,0.5,-12.024,1.9
75.5,590.63,1.7,-12.8854,1.9
75.5625,410.61,3.8,-13.3225,2.2
75.625,384.75,4.1,-13.7363,2.06
75.6875,350.89,5.8,-14.413,2
75.75,174.55,5.1,-14.6851,2
75.8125,0,3.1,-15.0073,1.9
75.875,0,2.7,-15.1756,1.9
75.9375,0,2.1,-15.1414,1.8
76,0,2.5,-14.9089,2.1
76.0625,0,2.4,-14.264,2
76.125,0,2.9,-13.6701,1.9
76.1875,0,3,-13.8748,1.9
76.25,0,2.7,-14.293,1.9
76.3125,39.73,2.7,-14.9831,1.8
76.375,171.43,3.7,-15.7971,1.9
76.4375,466.07,6,-16.0869,2
76.5,561.16,7.5,-15.8036,1.9
76.5625,625,10.9,-15.2629,2
76.625,575.89,12,-14.7931,2
76.6875,345.09,13.3,-14.2374,2
76.75,184.82,13.4,-13.3164,2
76.8125,0,11.1,-12.4631,2
76.875,0,10.7,-11.6059,2
76.9375,0,9.4,-10.8113,2
77,0,8.8,-9.96384,2
77.0625,0,9.4,-9.3603,2
77.125,0,9.5,-8.79624,2
77.1875,0,9.2,-8.02293,1.9
77.25,0,9.5,-7.43152,2
77.3125,15.63,9.9,-6.59916,2
77.375,64.73,10.4,-5.9246,2
77.4375,364.73,13,-5.52419,2.1
77.5,545.54,15.9,-5.13087,2.1
77.5625,418.75,11.4,-5.2776,2.1
77.625,367.41,8.1,-5.6668,2.1
77.6875,317.41,8,-5.76759,2.1
77.75,194.64,7,-5.53463,2.1
77.8125,0,4.2,-5.23154,2.1
77.875,0,3.4,-4.53043,2
77.9375,0,3,-3.97963,2.1
78,0,2.8,-3.66567,2
78.0625,0,2.6,-3.35026,2.1
78.125,0,2.4,-3.03308,2
78.1875,0,1,-3.16378,2
78.25,0,1.1,-3.27406,1.9
78.3125,16.96,0.4,-3.39427,1.9
78.375,57.59,0.5,-3.61806,1.9
78.4375,349.55,1.3,-4.19348,2.1
78.5,394.2,2.2,-4.75708,2.1
78.5625,339.29,2.3,-5.36107,2.2
78.625,191.96,2,-5.78082,2.2
78.6875,132.59,1.6,-6.0328,2.1
78.75,64.73,1.1,-6.43565,2
78.8125,0,0.3,-7.21162,2
78.875,0,-0.6,-8.03456,2
78.9375,0,-1.1,-8.09553,1.9
79,0,-1.3,-8.21148,1.9
79.0625,0,-1.5,-8.35274,2
79.125,0,-1.8,-8.33569,1.9
79.1875,0,-2.4,-8.14712,1.9
79.25,0,-2.5,-8.01915,1.9
79.3125,41.07,-3.1,-8.43391,1.9
79.375,213.39,-2.6,-9.13502,1.9
79.4375,534.82,-0.8,-10.0744,2.2
79.5,636.61,-0.1,-11.0165,2.2
79.5625,691.96,2.4,-11.9612,2.2
79.625,640.63,3.5,-12.7626,2.1
79.6875,397.32,4.4,-13.1876,2.2
79.75,226.34,4.4,-13.8334,2.2
79.8125,0,2.6,-14.3134,2
79.875,0,1.5,-14.6961,2
79.9375,0,0.7,-14.6783,2
80,0,-0.3,-14.7903,1.9
80.0625,0,-1.8,-15.0605,1.9
80.125,0,-1.6,-15.4203,1.9
80.1875,0,-2.2,-15.9612,1.8
80.25,0,-2.3,-16.523,1.7
80.3125,50.45,-2.5,-17.0299,1.7
80.375,209.82,-1,-17.3635,1.7
80.4375,434.82,2.7,-18.0777,2.1
80.5,332.14,3.7,-18.429,2.2
80.5625,454.91,5.8,-18.9132,2.2
80.625,439.29,6.4,-19.1713,2.2
80.6875,107.59,6.6,-18.805,2.2
80.75,58.04,6.1,-18.5332,2.2
80.8125,0,4.1,-17.561,2.2
80.875,0,3.1,-16.5725,2.2
80.9375,0,1.4,-15.5891,2.2
81,0,2.1,-14.5653,2.2
81.0625,0,3.1,-13.4887,2.2
81.125,0,3.5,-12.4501,2.2
81.1875,0,4.8,-11.2917,2.2
81.25,0,6,-10.2589,2.2
81.3125,2.68,8.5,-9.21669,2.1
81.375,13.39,9,-8.17902,2.1
81.4375,52.68,8.7,-7.18489,2.1
81.5,59.38,8.8,-6.11828,2.1
81.5625,88.39,0.8,-5.42714,2.1
81.625,82.59,0.9,-4.78822,2.1
81.6875,112.95,2,-4.09115,2.1
81.75,92.41,2.3,-3.50731,2.1
81.8125,0,1.3,-2.89129,2.1
81.875,0,1.2,-2.46956,2.1
81.9375,0,1.1,-2.13154,2.2
82,0,0.9,-1.95402,2.2
82.0625,0,0.5,-1.42873,2.2
82.125,0,0.4,-0.976124,2.2
82.1875,0,-0.1,-1.16529,2.2
82.25,0,-0.4,-1.71496,2.2
82.3125,56.25,-0.9,-2.71308,2.2
82.375,209.82,-0.1,-3.70163,2.2
82.4375,372.32,2.1,-4.12221,2.2
82.5,535.71,3.1,-4.50386,2.2
82.5625,540.63,4.9,-5.24323,2.2
82.625,591.96,5.7,-6.29257,2.2
82.6875,383.04,6.7,-7.4509,2.2
82.75,169.2,6.5,-8.07055,2.2
82.8125,0,4.7,-8.76164,2.2
82.875,0,3.9,-9.48444,2.2
82.9375,0,3,-10.1558,2.2
83,0,1.8,-11.0478,2.2
83.0625,0,1,-11.61,2.2
83.125,0,0,-12.223,2.2
